"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.wrapper.A_1P.call","ss",1,10,106.073596,4.307003,"ms/op"
"org.wrongwrong.extra.ser.wrapper.E_5P.call","ss",1,10,109.735596,3.622814,"ms/op"
"org.wrongwrong.extra.ser.wrapper.T_20P.call","ss",1,10,118.455377,2.122199,"ms/op"
