"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.main.ser.A_1P.call","ss",1,10,122.756693,8.190276,"ms/op"
"org.wrongwrong.main.ser.E_5P.call","ss",1,10,126.961608,11.923293,"ms/op"
"org.wrongwrong.main.ser.T_20P.call","ss",1,10,142.735460,9.198290,"ms/op"
