"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.json_k_unbox_value_class.A_1P.call","thrpt",1,9,2101263.139542,38278.748822,"ops/s"
"org.wrongwrong.extra.ser.json_k_unbox_value_class.E_5P.call","thrpt",1,9,1390044.460690,36795.169368,"ops/s"
"org.wrongwrong.extra.ser.json_k_unbox_value_class.T_20P.call","thrpt",1,9,492898.088972,51794.860356,"ops/s"
