"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.wrapper.A_1P.call","thrpt",1,9,2127611.389505,13111.035957,"ops/s"
"org.wrongwrong.extra.ser.wrapper.E_5P.call","thrpt",1,9,1401098.750796,52246.027657,"ops/s"
"org.wrongwrong.extra.ser.wrapper.T_20P.call","thrpt",1,9,435941.426179,32048.424061,"ops/s"
