"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.wrapper.A_1P.call","thrpt",1,9,1962158.344233,24493.093511,"ops/s"
"org.wrongwrong.extra.ser.wrapper.E_5P.call","thrpt",1,9,1082951.788075,12149.107033,"ops/s"
"org.wrongwrong.extra.ser.wrapper.T_20P.call","thrpt",1,9,394837.451916,38629.003914,"ops/s"
